Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
lipid biosynthetic process (GO:0008610),-0.4055525448298094,-1.432294991679632,0.10416666666666667,0.25184947537608265,80,53,MCAT;PCYT2;GPAT4;HSD17B1;GNPAT;ACSF3;PAM;GPAT2;LIPH;ACSM3;ALOX5;ACSL5;SREBF1;ACSM2A;FDFT1;CLN8;MBOAT1;FDXR;NDUFAB1;ACSM2B;SCP2;HSD17B8;ACSS2;DHRS11;DOLPP1;ACSL1;LPCAT1;ACLY;CBR4;LSS;OXSM;SCD5;LIPG;AGPS;LIPC;FADS1;MVD;ACACA;XBP1;PRKAA1;SCD;GGPS1;PIP5K1A;SRD5A1;CYP51A1;ENST00000646327.2;PDSS2;PDSS1;AGPAT3;GPAM;ABCD3;HMGCR;MVK,OXSM;SCD5;LIPG;AGPS;LIPC;FADS1;MVD;ACACA;XBP1;PRKAA1;SCD;GGPS1;PIP5K1A;SRD5A1;CYP51A1;ENST00000646327.2;PDSS2;PDSS1;AGPAT3;GPAM;ABCD3;HMGCR;MVK
positive regulation of transcription by RNA polymerase I (GO:0045943),-0.441194229402868,-1.429681445234202,0.1276595744680851,0.25498818730775524,23,20,ERBB2;PWP1;SMARCB1;DHX33;SMARCA4;IPPK;EIF2AK3;NOL11;ATF4;UBTF;DDX11;UTP15;MTOR;HEATR1;NCL;PHF8;PIH1D1;LYAR;WDR43;WDR75,DDX11;UTP15;MTOR;HEATR1;NCL;PHF8;PIH1D1;LYAR;WDR43;WDR75
peptidyl-threonine phosphorylation (GO:0018107),-0.37584493947200126,-1.4281812314326117,0.06521739130434782,0.25715742270770564,60,48,SBK1;TGFBR1;MAP3K10;ENST00000625757.3;CDK5;MAP3K12;DYRK1A;CSNK2A2;ULK1;DYRK4;CHEK1;HIPK1;CDC42BPG;DYRK2;CDK10;PRKCD;TAF1;GSK3A;AKT1;PRKD2;HIPK2;ACVR1;CSNK2A1;TGFBR2;PRKCA;CDC42BPB;TNKS;ACVR1B;CAD;OXSR1;NLK;MAPK8;LMTK2;GSK3B;HIPK3;WNK1;PDPK1;MARK2;MAPK1;ROCK1;STK39;TBK1;CDC42BPA;ROCK2;MAP2K1;CDK1;PRKDC;CIT,NLK;MAPK8;LMTK2;GSK3B;HIPK3;WNK1;PDPK1;MARK2;MAPK1;ROCK1;STK39;TBK1;CDC42BPA;ROCK2;MAP2K1;CDK1;PRKDC;CIT
nucleosome organization (GO:0034728),-0.42914707705941857,-1.4211335252442703,0.045454545454545456,0.2629156370114056,94,46,VPS72;PAF1;SMARCC1;BRD2;BPTF;SMARCD2;SMARCB1;ATRX;SMARCA4;SRCAP;SMARCE1;HMGB2;SUPT6H;HMGA1;SMARCC2;ARID2;CTCF;DAXX;SOX9;NAA60;DMAP1;SART3;SET;RNF8;ZNHIT1;RSF1;MCM3AP;NASP;SPTY2D1;POLE3;ARID1A;SETD2;SMARCD1;INO80;ASF1A;SMARCD3;ANP32B;ACTR6;GRWD1;NPM1;SUPT16H;CHAF1A;CHAF1B;ANP32E;SMARCA5;NAP1L1,ASF1A;SMARCD3;ANP32B;ACTR6;GRWD1;NPM1;SUPT16H;CHAF1A;CHAF1B;ANP32E;SMARCA5;NAP1L1
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),-0.39966771732304157,-1.4213541361271653,0.0425531914893617,0.2635161406906334,98,73,SEC13;KLC2;CTSF;AP2S1;CD74;DCTN1;SEC31A;CTSS;HLA-DMA;DCTN5;ACTR10;CTSD;CTSL;DCTN2;HLA-DQB1;DYNLL1;RILP;ACTR1B;AP1S1;AP1M2;KLC1;CTSV;KIFAP3;DYNLL2;OSBPL1A;KIF3C;KIF3B;CLTA;DCTN3;SPTBN2;CLTC;KIF23;SAR1B;ACTR1A;SEC24C;SEC24D;DYNC1LI2;CAPZB;AP2A1;ARF1;DYNC1H1;AP2M1;SEC24B;PIKFYVE;AP1M1;IFI30;AP2A2;DCTN4;CANX;SEC23A;CAPZA2;RAB7A;AP1B1;AP2B1;DCTN6;AP1G1;SEC24A;LGMN;DNM2;DYNC1I2;AP1S3;RACGAP1;AP1S2;CAPZA1;KIF2A;KIF22;KIF15;DYNC1LI1;CENPE;KIF18A;KIF11;KIF2C;KIF4A,SEC23A;CAPZA2;RAB7A;AP1B1;AP2B1;DCTN6;AP1G1;SEC24A;LGMN;DNM2;DYNC1I2;AP1S3;RACGAP1;AP1S2;CAPZA1;KIF2A;KIF22;KIF15;DYNC1LI1;CENPE;KIF18A;KIF11;KIF2C;KIF4A
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),-0.39966771732304157,-1.4213541361271653,0.0425531914893617,0.2635161406906334,100,73,SEC13;KLC2;CTSF;AP2S1;CD74;DCTN1;SEC31A;CTSS;HLA-DMA;DCTN5;ACTR10;CTSD;CTSL;DCTN2;HLA-DQB1;DYNLL1;RILP;ACTR1B;AP1S1;AP1M2;KLC1;CTSV;KIFAP3;DYNLL2;OSBPL1A;KIF3C;KIF3B;CLTA;DCTN3;SPTBN2;CLTC;KIF23;SAR1B;ACTR1A;SEC24C;SEC24D;DYNC1LI2;CAPZB;AP2A1;ARF1;DYNC1H1;AP2M1;SEC24B;PIKFYVE;AP1M1;IFI30;AP2A2;DCTN4;CANX;SEC23A;CAPZA2;RAB7A;AP1B1;AP2B1;DCTN6;AP1G1;SEC24A;LGMN;DNM2;DYNC1I2;AP1S3;RACGAP1;AP1S2;CAPZA1;KIF2A;KIF22;KIF15;DYNC1LI1;CENPE;KIF18A;KIF11;KIF2C;KIF4A,SEC23A;CAPZA2;RAB7A;AP1B1;AP2B1;DCTN6;AP1G1;SEC24A;LGMN;DNM2;DYNC1I2;AP1S3;RACGAP1;AP1S2;CAPZA1;KIF2A;KIF22;KIF15;DYNC1LI1;CENPE;KIF18A;KIF11;KIF2C;KIF4A
ribonucleoprotein complex assembly (GO:0022618),-0.3653498359676036,-1.4231922206641259,0.06818181818181818,0.2637170967904546,136,125,GEMIN8;RPL11;NOP53;TARBP2;RBM5;CELF1;EIF5;SF3A2;XAB2;PRPF6;RPL23A;RPL10;GEMIN2;SRSF9;EIF3A;SART1;RPS5;RPLP0;PPAN;EIF4B;NAF1;RPL38;EIF6;SNRPG;POLR2D;SRPK2;ISY1;TRAF7;GCFC2;RPS28;CLP1;RRP7A;RPL24;MRPL20;PUF60;PRPF18;RPS27L;SRPK3;YTHDC1;EIF2D;RPL5;GEMIN6;ZRSR2;RSL24D1;COIL;XRCC5;LSM4;SNRPD2;KHDC4;STRAP;SRSF6;ABT1;SRSF10;PWP2;SART3;SF1;USP39;RAMAC;DDX23;LUC7L3;LUC7L;LUC7L2;SNRPC;DICER1;SRSF5;CPSF6;MCTS1;ENST00000642409.2;NLE1;SNRPB;ENST00000452414.5;MRPS7;RPS19;CRNKL1;DDX1;SNRNP200;GEMIN7;SHQ1;RPF2;MDN1;TGS1;RPS15;PRPF19;RPL3;CPSF7;RRS1;RPSA;CDC73;EIF2S3;RPL6;RPS14;SRPK1;SNRPE;GEMIN4;MRPS11;EIF4H;TXNL4A;RPS27;HSP90AB1;PRMT7;ERAL1;WDR77;SNUPN;CLNS1A;NUDT21;SNRPD3;SF3B1;SETX;SRSF1;SCAF11;DENR;NOP2;GEMIN5;SNRPF;PTGES3;DDX20;PRMT5;EIF2S2;DHX29;HSP90AA1;NCBP1;BRIX1;SNRPD1;PRKDC;DHX9,RPS15;PRPF19;RPL3;CPSF7;RRS1;RPSA;CDC73;EIF2S3;RPL6;RPS14;SRPK1;SNRPE;GEMIN4;MRPS11;EIF4H;TXNL4A;RPS27;HSP90AB1;PRMT7;ERAL1;WDR77;SNUPN;CLNS1A;NUDT21;SNRPD3;SF3B1;SETX;SRSF1;SCAF11;DENR;NOP2;GEMIN5;SNRPF;PTGES3;DDX20;PRMT5;EIF2S2;DHX29;HSP90AA1;NCBP1;BRIX1;SNRPD1;PRKDC;DHX9
glucose metabolic process (GO:0006006),-0.4584141053129384,-1.4202368244973456,0.125,0.2637691098573472,62,44,GAPDHS;IRS2;SLC25A11;SLC25A10;ENO2;ENO3;GHRL;LRP5;SLC25A12;GAA;SLC25A1;PER2;OAS1;BRAT1;ADPGK;PCK2;OMA1;DCXR;MDH2;CRTC2;GALM;ALDOC;G6PC3;AKR1A1;FBP1;ATF4;MDH1;SLC25A13;PPARD;HECTD4;PGAM1;TPI1;ENO1;SORD;PGM1;CRY1;GOT1;PGK1;SLC39A14;GPI;PC;ALDOA;GAPDH;GOT2,MDH1;SLC25A13;PPARD;HECTD4;PGAM1;TPI1;ENO1;SORD;PGM1;CRY1;GOT1;PGK1;SLC39A14;GPI;PC;ALDOA;GAPDH;GOT2
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),-0.4992664574120389,-1.4235221919696177,0.08333333333333333,0.26388044192637505,26,18,EGFR;TFDP1;RDX;UBE2E2;CDK10;AKT1;CCND1;DDX3X;LSM10;ANXA1;KMT2E;ANKRD17;RPTOR;EIF4G1;CCND3;ADAM17;MTBP;CDC6,CCND3;ADAM17;MTBP;CDC6
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),-0.5485627903739415,-1.4195577468769949,0.1111111111111111,0.2642230007432975,81,16,P2RY11;GNA11;GNA15;GALR2;LPAR6;F2R;ADRA1B;TGM2;LPAR1;PLCE1;F2RL1;HOMER1;P2RY6;ANO1;C5AR1;GRPR,LPAR1;PLCE1;F2RL1;HOMER1;P2RY6;ANO1;C5AR1;GRPR
negative regulation of hydrolase activity (GO:0051346),-0.36109556213698657,-1.423681777446943,0.02,0.2642701601512456,58,37,GMIP;CSTB;TERF2;ENST00000647074.2;NEIL1;CST3;GPSM1;PPP1R35;HRAS;F11R;CHP1;RDX;SH3BP4;ENST00000631021.3;ZCCHC9;CSTA;PLXNB3;ARL2;DAB2IP;EGLN1;MAPK7;BCAS3;ECM1;GPATCH2;ARFGEF1;PTX3;MAP2;SH3RF2;WNK1;PPP1R26;LRCH1;RASA4;SH2D4A;TMED2;SLC39A14;RRP1B;URI1,BCAS3;ECM1;GPATCH2;ARFGEF1;PTX3;MAP2;SH3RF2;WNK1;PPP1R26;LRCH1;RASA4;SH2D4A;TMED2;SLC39A14;RRP1B;URI1
regulation of protein metabolic process (GO:0051246),-0.3811247346383784,-1.4215772184531423,0.06976744186046512,0.2647284783071876,48,37,APP;FAM83D;ENST00000643069.2;HGS;CHMP6;TRAF3;TMEM9;NEDD4L;SNF8;GBA;LTBP4;FURIN;KLF4;PLAUR;APOE;VPS35;SPOPL;MAPK7;MAP2K5;KLF2;PARL;WFS1;CHEK2;ODC1;MTPN;SSH1;MAPK8;ABCA7;MDM2;FAF1;PM20D2;HSP90AB1;ZDHHC2;SPOP;LDLR;FKBP1A;ROCK2,KLF2;PARL;WFS1;CHEK2;ODC1;MTPN;SSH1;MAPK8;ABCA7;MDM2;FAF1;PM20D2;HSP90AB1;ZDHHC2;SPOP;LDLR;FKBP1A;ROCK2
anion transmembrane transport (GO:0098656),-0.38261212418868346,-1.4183940276286748,0.044444444444444446,0.26497981898032813,67,44,PRAF2;SLC25A11;SLC27A1;SLC5A6;SLC25A10;SLC25A42;SFXN3;ABCC1;LRRC8E;ARL6IP5;SLC25A4;SLC36A4;SLC25A12;SLC19A1;SLC25A1;LRRC8A;SLC35B1;SLC39A8;MFSD12;SLC25A14;SLC25A22;SLC35C2;SLC35A3;SLC6A8;SLC6A9;SLC35A1;SLC25A29;SLC6A20;SLC13A4;ABCC5;SLC25A38;SLC25A13;SLC23A2;LRRC8D;SLC7A1;SLC25A30;SLC3A2;SFXN1;SLC35A2;LRRC8C;SLC35B4;SLC7A5;SLC25A19;SLC25A5,SLC3A2;SFXN1;SLC35A2;LRRC8C;SLC35B4;SLC7A5;SLC25A19;SLC25A5
regulation of double-strand break repair via homologous recombination (GO:0010569),-0.42980143911721286,-1.4217208170046276,0.05,0.26502790346531624,46,36,PPP4C;TP53BP1;MRNIP;FBH1;RMI2;ERCC6;MAGEF1;FIGNL1;CHEK1;WDR48;SIRT6;SPIDR;FANCB;ARID2;ZNF365;RAD51;KDM1A;MAD2L2;CGAS;RIF1;UBQLN4;SETD2;MMS19;RAD51AP1;WRAP53;TERF2IP;PPP4R2;RTEL1;ACTR2;FUS;RPA2;TIMELESS;SMCHD1;PARP1;SHLD2;POLQ,PPP4R2;RTEL1;ACTR2;FUS;RPA2;TIMELESS;SMCHD1;PARP1;SHLD2;POLQ
early endosome to late endosome transport (GO:0045022),-0.4599291319398199,-1.417559039143503,0.06382978723404255,0.26534010902086835,20,18,PIK3C3;PTPN23;WDR81;HOOK2;RILP;SNF8;ANKRD27;BECN1;RAB5A;KIF16B;EMP2;RAB7A;LMTK2;WDR91;AKTIP;STX8;HOOK1;EEA1,KIF16B;EMP2;RAB7A;LMTK2;WDR91;AKTIP;STX8;HOOK1;EEA1
regulation of microtubule depolymerization (GO:0031114),-0.4932878432299971,-1.4165384643003691,0.0851063829787234,0.2661756727766468,25,17,CIB1;APC2;ARHGEF2;HDGFL3;MAP1S;NAV3;TAOK1;MAP1B;TTBK2;APC;CLASP1;CLASP2;CAMSAP2;ATXN7;KATNB1;CAMSAP3;TPX2,CLASP2;CAMSAP2;ATXN7;KATNB1;CAMSAP3;TPX2
negative regulation of mRNA catabolic process (GO:1902373),-0.448127001727788,-1.415684283871905,0.11764705882352941,0.26657337706200135,29,18,PAIP1;PKP3;THRAP3;TAF15;DHX34;FMR1;CIRBP;NOCT;EIF4ENIF1;YBX1;PKP1;HNRNPU;PABPC1;NBAS;ELAVL1;FUS;LARP1;E2F1,YBX1;PKP1;HNRNPU;PABPC1;NBAS;ELAVL1;FUS;LARP1;E2F1
regulation of lipid metabolic process (GO:0019216),-0.3415426820079296,-1.4125095237688936,0.0,0.2682684195511178,92,67,TBL1X;PSAP;TM7SF2;IRS2;HELZ2;ACACB;ZFP69;SIN3B;NPC2;LACTB;HDAC3;GPS2;PPARA;PMVK;NR1D1;EDF1;RARRES2;CARM1;NFYC;MED1;NFYB;CREBBP;SREBF2;OPA3;SREBF1;RXRA;FDFT1;NFYA;PRKAG2;NR1D2;NCOA2;NCOR2;FGFR4;NCOR1;CAV1;SIN3A;MBOAT7;PPARG;LSS;SP1;TGS1;PANK2;ADIPOR1;FDPS;MVD;PPARD;APOC1;ABCA7;NCOA6;ACACA;SC5D;SCD;TBL1XR1;GGPS1;DHCR7;FASN;SQLE;SMARCD3;PLPP1;CYP51A1;CERS2;HMGCS1;IDI1;GPAM;HMGCR;MVK;ELOVL6,FDPS;MVD;PPARD;APOC1;ABCA7;NCOA6;ACACA;SC5D;SCD;TBL1XR1;GGPS1;DHCR7;FASN;SQLE;SMARCD3;PLPP1;CYP51A1;CERS2;HMGCS1;IDI1;GPAM;HMGCR;MVK;ELOVL6
cellular response to ketone (GO:1901655),-0.46042875491753477,-1.4115964891984247,0.1,0.26835700465071477,39,22,ADCY6;NDOR1;PTGER4;DCPS;SRC;AKR1C3;PCK2;SPHK2;ADCY3;GNAI1;GNB1;NCOA4;SPP1;NR3C1;AKR1C2;GOLPH3;CFTR;SFRP1;ADAM15;LARP1;MSN;ROCK2,SPP1;NR3C1;AKR1C2;GOLPH3;CFTR;SFRP1;ADAM15;LARP1;MSN;ROCK2
myeloid leukocyte differentiation (GO:0002573),-0.3727644791046367,-1.4135514974416863,0.0392156862745098,0.26856586389525017,71,40,MYH9;PML;PIK3CD;VEGFA;IFI16;CSF1;FOXP1;BATF;CSF1R;SBNO2;RARA;MT1G;DEK;SIRT1;CDKN1A;RXRA;OSTM1;CDC42;THOC5;TGFBR2;LGALS9;CASP8;EP300;MAPK14;PPARG;EPHA2;SRP54;CDK4;GAB2;PIR;F2RL1;BMP4;FARP2;RUNX1;SNX10;TNFRSF11A;PARP1;E2F1;GLO1;CDK2,GAB2;PIR;F2RL1;BMP4;FARP2;RUNX1;SNX10;TNFRSF11A;PARP1;E2F1;GLO1;CDK2
negative regulation of microtubule depolymerization (GO:0007026),-0.521889877897478,-1.4127674682133262,0.10416666666666667,0.2686954207394991,21,15,CIB1;APC2;ARHGEF2;HDGFL3;NAV3;TAOK1;TTBK2;APC;CLASP1;CLASP2;CAMSAP2;ATXN7;KATNB1;CAMSAP3;TPX2,CLASP2;CAMSAP2;ATXN7;KATNB1;CAMSAP3;TPX2
response to unfolded protein (GO:0006986),-0.4033117096593412,-1.4118007918090179,0.1111111111111111,0.26873907719690066,49,39,DNAJC4;DNAJB2;HSPA4L;BAK1;HSPE1;BAX;DERL1;HSPB8;HSPA9;PACRG;PTPN1;DDIT3;STT3B;HSPB1;DNAJB4;DAB2IP;SERPINH1;RHBDD1;TMBIM6;HERPUD1;DAXX;ENST00000643217.1;DNAJB1;BAG3;OPTN;DNAJA1;TOR1B;HSPH1;HSP90AB1;HSPA2;HSPA5;HSPA13;ERP44;HSPA4;TM7SF3;HSPA14;HSP90AA1;HSPA8;HSPD1,HSPA2;HSPA5;HSPA13;ERP44;HSPA4;TM7SF3;HSPA14;HSP90AA1;HSPA8;HSPD1
Golgi to endosome transport (GO:0006895),-0.5229059659379834,-1.4137215589235166,0.022222222222222223,0.2691689474447524,16,15,CORO7;AP4M1;WIPI1;DOP1B;AP2A1;SORT1;AP1AR;VPS13A;SYS1;KLHL20;EPS15;VPS13C;KIF16B;GBF1;RAB14,AP2A1;SORT1;AP1AR;VPS13A;SYS1;KLHL20;EPS15;VPS13C;KIF16B;GBF1;RAB14
cellular amide metabolic process (GO:0043603),-0.3282369332103611,-1.4074767366082146,0.043478260869565216,0.2721842181046943,115,73,ACSF2;CPZ;ASAH2;SLC5A6;GPAT4;ST3GAL1;BTD;ORMDL2;ABHD4;ST6GAL1;SGPL1;ACOT11;ACOT9;PLPP3;THEM4;MTHFR;PCCB;SLC46A1;ACOT8;HLCS;THEM5;FPGS;NIT1;ABCA2;MTHFS;SMPD2;FUT3;SLC19A1;DNPEP;ORMDL3;ACSM3;PLPP2;DHFR2;ACOT2;CPM;ACOT13;DBI;ACSM2A;ACBD6;SHMT2;CLN8;CERK;ACSM2B;PPP2R1A;ALDH1L1;MCCC1;MTHFD1;CPD;ATF4;OXSM;PLA2G15;MCCC2;PANK2;NLN;PCCA;SLC25A32;THOP1;MTRR;MTHFD1L;SMPD1;PLPP1;ORMDL1;SHMT1;MIPEP;AASDHPPT;MTHFD2;PPP2CA;NSMAF;MTHFD2L;PC;ACOT7;PDZD11;DHFR,SLC25A32;THOP1;MTRR;MTHFD1L;SMPD1;PLPP1;ORMDL1;SHMT1;MIPEP;AASDHPPT;MTHFD2;PPP2CA;NSMAF;MTHFD2L;PC;ACOT7;PDZD11;DHFR
mRNA processing (GO:0006397),-0.32861912540056637,-1.4078549547076067,0.022222222222222223,0.27236255393543596,300,282,UBL5;GTF2H5;LSM6;RBM15B;SUPT5H;CACTIN;DNAJC8;CHTOP;WDR33;RBMX2;PABPN1;POLR2F;RBM5;CELF1;CMTR1;GTF2F1;POLDIP3;LSM7;HNRNPA0;THOC3;CD2BP2;SF3A2;CCAR1;XAB2;PRPF6;SNIP1;PPIE;GEMIN2;POLR2A;SRSF9;POLR2G;U2SURP;PDCD7;U2AF2;SYF2;RALY;IK;FIP1L1;ESS2;ZMAT5;PCBP1;DDX41;SRSF8;ZC3H11A;RBM19;SART1;SF3B5;RNPS1;TFIP11;PPWD1;SRSF3;DDX42;LSM2;CPSF4;PRCC;THOC6;DHX35;ERCC2;HNRNPH2;PCBP2;PRPF4;HNRNPUL1;HNRNPA1;POLR2J;SNRPG;POLR2D;KIN;SNRNP70;ISY1;GPKOW;RPRD1B;RNF113A;CASC3;LSM8;PLRG1;SYMPK;RBM8A;CDK7;RBM15;GCFC2;CLP1;SARNP;AKAP8L;PRKACA;RNPC3;SNRPN;ERCC3;PUF60;MAGOH;POLR2H;PRPF18;AURKAIP1;PRPF31;PSPC1;GTF2H4;CDC40;YTHDC1;GEMIN6;SUPT4H1;NONO;ZRSR2;METTL14;HNRNPA3;SNU13;SF3A1;DHX38;PNN;PCF11;CSTF2T;HNRNPF;SLU7;LSM4;RBM17;EIF4A3;SNRPD2;POLR2I;RBM10;BUD31;SNRNP35;NCBP2;SRSF6;POLR2B;CWC15;RNMT;DHX15;RBM41;SRSF10;CMTR2;GTF2H3;TCERG1;THOC2;PRPF40A;THOC5;PRPF40B;SART3;SF1;RBM4B;USP39;RAMAC;CTNNBL1;PRPF3;CWC25;ENST00000634713.1;RBM4;SRSF2;DDX23;HNRNPK;MAGOHB;GTF2H1;SNRPC;SRSF5;HNRNPH3;PPIL3;YBX1;CHERP;CPSF6;CCNH;ALKBH5;SNRPB;ALYREF;RAVER1;SNRNP48;ENST00000452414.5;SNRPA;CRNKL1;SNRNP200;DDX39A;PRPF8;GEMIN7;RBM22;SNRNP27;SNRNP25;TRA2B;HNRNPU;SF3A3;GPATCH1;SRSF11;ZMAT2;POLR2E;AQR;POLR2C;SON;PPIL1;RAVER2;CPSF1;SNRPB2;PPIH;PABPC1;SMNDC1;TBRG4;MFAP1;EFTUD2;PRPF19;POLR2L;SRRT;METTL3;CPSF7;SF3B2;ZCRB1;ZCCHC8;MTREX;SF3B4;TRA2A;CWC27;SFPQ;SPEN;RPRD2;SF3B6;HNRNPH1;SNRPE;SNW1;SMU1;THOC7;WDR83;DBR1;TXNL4A;RBM6;RPRD1A;DHX8;POLR2K;CSTF1;PQBP1;SRRM2;PTBP1;ELAVL1;UPF3B;ENST00000636590.2;HNRNPC;CSTF3;CDC5L;SRSF4;BUD13;SYNCRIP;GTF2H2;HNRNPM;SNRNP40;NUDT21;MNAT1;U2AF1L5;FUS;CSTF2;DDX5;BCAS2;WBP4;CWC22;CWF19L2;SNRPD3;RBMX;SF3B1;SRSF7;GTF2F2;LSM5;HNRNPA2B1;SRSF1;SCAF11;DHX16;GEMIN5;SNRPF;CPSF2;HNRNPL;RSRC1;CWF19L1;PRPF38A;RBM14;HNRNPD;PHF5A;PAPOLA;DDX46;U2AF1;PRPF4B;THOC1;RNGTT;HSPA8;SF3B3;SNRPA1;NCBP1;LSM3;SRRM1;WBP11;SNRPD1;CPSF3;DHX9,AQR;POLR2C;SON;PPIL1;RAVER2;CPSF1;SNRPB2;PPIH;PABPC1;SMNDC1;TBRG4;MFAP1;EFTUD2;PRPF19;POLR2L;SRRT;METTL3;CPSF7;SF3B2;ZCRB1;ZCCHC8;MTREX;SF3B4;TRA2A;CWC27;SFPQ;SPEN;RPRD2;SF3B6;HNRNPH1;SNRPE;SNW1;SMU1;THOC7;WDR83;DBR1;TXNL4A;RBM6;RPRD1A;DHX8;POLR2K;CSTF1;PQBP1;SRRM2;PTBP1;ELAVL1;UPF3B;ENST00000636590.2;HNRNPC;CSTF3;CDC5L;SRSF4;BUD13;SYNCRIP;GTF2H2;HNRNPM;SNRNP40;NUDT21;MNAT1;U2AF1L5;FUS;CSTF2;DDX5;BCAS2;WBP4;CWC22;CWF19L2;SNRPD3;RBMX;SF3B1;SRSF7;GTF2F2;LSM5;HNRNPA2B1;SRSF1;SCAF11;DHX16;GEMIN5;SNRPF;CPSF2;HNRNPL;RSRC1;CWF19L1;PRPF38A;RBM14;HNRNPD;PHF5A;PAPOLA;DDX46;U2AF1;PRPF4B;THOC1;RNGTT;HSPA8;SF3B3;SNRPA1;NCBP1;LSM3;SRRM1;WBP11;SNRPD1;CPSF3;DHX9
antigen receptor-mediated signaling pathway (GO:0050851),-0.33635121294397546,-1.4064925737629932,0.041666666666666664,0.2726768022223807,185,108,RNF31;PIK3CD;BCAR1;KHDRBS1;PSMB5;SPPL3;LIME1;BTN3A3;PSMB10;BTN2A1;TNFRSF21;FYN;SH2B2;RBCK1;PSMD2;BTN2A2;PLEKHA1;NCK1;VTCN1;BTN3A1;IKBKG;BTN3A2;PLCG1;HLA-DQB1;PTPRJ;LCK;PSMD4;PSMA6;PSMF1;RC3H1;EIF2B5;PSMC5;ZC3H12A;EIF2B4;PRKCQ;PSMD3;PSME3;PSMB7;ENST00000429645.6;SPG21;CUL1;PSMD9;PSMA2;PSMC1;PSMB9;PSMB1;PSMB4;FYB1;FBXW11;PSME2;HLA-A;PRKD2;CARD11;RC3H2;PSMD8;PAK1;PSMB6;RELA;PIK3R2;EIF2B3;BTRC;PSMC2;TAB2;NFKBIZ;NFATC2;PSMA7;GATA3;PSMD13;CD276;PSMD12;CHUK;PIK3CA;CSK;EIF2B1;SYK;UBE2N;PAK2;NFKB1;PSMC3;WNK1;ERMAP;PDPK1;RIPK2;PSME1;TRAF6;PSMB3;PSMD10;PSMA1;PSMC6;STOML2;MAP3K7;EIF2B2;PSMC4;PSMD7;BCL10;SKP1;PSME4;PIK3CB;PSMA3;PSMD11;PSMA5;MALT1;PSMD1;PSMD5;PSMB2;PSMD6;PSMD14;PSMA4,PIK3CA;CSK;EIF2B1;SYK;UBE2N;PAK2;NFKB1;PSMC3;WNK1;ERMAP;PDPK1;RIPK2;PSME1;TRAF6;PSMB3;PSMD10;PSMA1;PSMC6;STOML2;MAP3K7;EIF2B2;PSMC4;PSMD7;BCL10;SKP1;PSME4;PIK3CB;PSMA3;PSMD11;PSMA5;MALT1;PSMD1;PSMD5;PSMB2;PSMD6;PSMD14;PSMA4
mitotic recombination (GO:0006312),-0.5126571468593151,-1.4079633120729618,0.09523809523809523,0.2730066106106856,15,15,RAD52;ERCC1;TEP1;MSH3;GEN1;TPRKB;RAD51;XRCC3;DMC1;RAD50;RAD51D;SMC5;SMC6;NSMCE2;RAD54B,RAD50;RAD51D;SMC5;SMC6;NSMCE2;RAD54B
positive regulation of type I interferon production (GO:0032481),-0.36600254622757783,-1.405969942110949,0.06976744186046512,0.27304125110693894,77,67,TRIM56;POLR2F;IFI16;POLR3A;POLR3GL;ZBP1;STAT6;POLR1C;DDX41;NFKB2;MAVS;POLR3C;IRF1;POLR3H;POLR3B;CTNNB1;XRCC6;ISG15;DHX33;IRF5;DHX58;MYD88;POLR2H;CREBBP;FLOT1;IRF3;OAS1;XRCC5;ENST00000639149.1;POLR3K;RELA;DDX3X;DDX58;RNF135;EP300;IRAK1;CGAS;RIOK3;DHX36;CRCP;CHUK;POLR2E;SETD2;POLR3G;TOMM70;MRE11;G3BP1;POLR2L;TLR2;TLR3;NFKB1;RIPK2;POLR3D;POLR3F;POLR2K;PQBP1;STAT1;PTPN11;TBK1;LRRFIP1;IFIH1;HSP90AA1;HSPD1;OAS3;GAPDH;PRKDC;DHX9,RIOK3;DHX36;CRCP;CHUK;POLR2E;SETD2;POLR3G;TOMM70;MRE11;G3BP1;POLR2L;TLR2;TLR3;NFKB1;RIPK2;POLR3D;POLR3F;POLR2K;PQBP1;STAT1;PTPN11;TBK1;LRRFIP1;IFIH1;HSP90AA1;HSPD1;OAS3;GAPDH;PRKDC;DHX9
organophosphate ester transport (GO:0015748),-0.556857796188717,-1.4083629964695752,0.1111111111111111,0.2731884765736652,25,17,NPC2;PITPNA;PCTP;PLTP;SCP2;PITPNM1;TRIAP1;PRELID3B;SCARB1;PRELID2;OSBPL8;PRELID1;LDLR;OSBPL2;PITPNB;PRELID3A;SLC25A19,PRELID1;LDLR;OSBPL2;PITPNB;PRELID3A;SLC25A19
