Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Host-pathogen interaction of human coronaviruses - apoptosis WP4864,-0.4633719253245114,-1.4540400371219724,0.0784313725490196,0.22965866675968885,21,21,CASP9;BCL2L11;BAD;MCL1;BCL2;AKT1;BID;BAX;FADD;BBC3;CASP7;MAPK12;MAPK11;CASP8;MAPK14;CASP3;MAPK13;APAF1;BCL2L1;FASLG;TNF,MAPK12;MAPK11;CASP8;MAPK14;CASP3;MAPK13;APAF1;BCL2L1;FASLG;TNF
Gastrin signaling pathway WP4659,-0.34630341491032796,-1.4502007672533272,0.038461538461538464,0.23105340477013483,114,113,RHOB;CHGA;MEF2D;KIT;SHC1;PTK2;MAPK9;MAPK8;ARHGEF28;ARRB1;MAPK3;MAPK1;FOXO3;PRKD2;MTOR;BMP2;NFKBIA;STAT3;BAD;PTGS2;RHOD;TFF2;MAP3K11;SRC;FOXO1;FYN;PLCG1;PTPN11;AKT1;HRAS;IKBKB;CLDN1;FOS;YES1;GNAQ;PRKCE;KRAS;JUN;KAT5;CCND1;PIK3R1;PRKCD;GSK3B;CHUK;ELK1;HDC;CDH1;CCKBR;SERPINB2;IL2;RPS6;PRKCQ;CDC42;SOS1;CTNNB1;HDAC7;CRK;SLC9A1;EGR1;CDKN1B;PIK3R3;EGFR;RAF1;TJP1;RELA;BCAR1;ATF2;PRKD1;PPARG;PIK3CA;PIK3R2;ROCK1;SLC9A3;ITGB1;KLF4;MEF2B;CREB1;SERPINE1;ELAVL1;EIF4EBP1;CDKN2A;MYC;TCF4;MAPK14;CASP3;VEGFA;IRS1;PXN;PRKACA;LAMTOR3;RPS6KB1;JAG1;CDKN1A;BIRC5;PRKCH;CXCL8;ARRB2;MEF2C;PRKCA;PAK1;MMP7;GRB2;RHOA;SP1;RAC1;BCL2L1;BIRC3;CD44;BIRC2;NFKB1;MAP2K1;JAK2;ANXA2,ELAVL1;EIF4EBP1;CDKN2A;MYC;TCF4;MAPK14;CASP3;VEGFA;IRS1;PXN;PRKACA;LAMTOR3;RPS6KB1;JAG1;CDKN1A;BIRC5;PRKCH;CXCL8;ARRB2;MEF2C;PRKCA;PAK1;MMP7;GRB2;RHOA;SP1;RAC1;BCL2L1;BIRC3;CD44;BIRC2;NFKB1;MAP2K1;JAK2;ANXA2
FGF23 signaling in hypophosphatemic rickets and related disorders WP4790,-0.4531100026240242,-1.434005574268899,0.041666666666666664,0.2392978890782746,22,21,FGFR3;KL;SLC34A3;FGFR2;ALPL;CCND1;PTH;FGF23;SLC34A1;ROS1;PHEX;NFKB2;CYP27B1;CYP24A1;CDKN1A;ENPP1;GALNT3;FAM20C;DMP1;NFKB1;SPP1,CYP27B1;CYP24A1;CDKN1A;ENPP1;GALNT3;FAM20C;DMP1;NFKB1;SPP1
Overview of leukocyte-intrinsic Hippo pathway functions WP4542,-0.45806390611288955,-1.4306231000179,0.08888888888888889,0.24228981833544574,35,34,FOXO4;MST1;RAB13;FOXO6;TEAD2;FOXO3;LPL;STK3;FOXO1;LATS1;LATS2;TEAD3;TAZ;YWHAQ;RASSF5;CD19;TEAD4;NDRG1;PRDM1;CCR7;TEAD1;MAPK14;YAP1;RAP1A;KNSTRN;MOB1A;RHOA;VMP1;SAV1;RAC1;STK38L;FOXP3;ITGAL;FERMT3,PRDM1;CCR7;TEAD1;MAPK14;YAP1;RAP1A;KNSTRN;MOB1A;RHOA;VMP1;SAV1;RAC1;STK38L;FOXP3;ITGAL;FERMT3
Complement Activation WP545,-0.49684890269346016,-1.4248988082146614,0.10869565217391304,0.24847747631629824,22,22,C8G;C6;C7;C8B;CD55;C8A;CFD;CFP;MASP2;C4B;C5;C4A;C3;MASP1;C9;CFB;C1R;C1S;C2;C1QC;C1QA;C1QB,C1R;C1S;C2;C1QC;C1QA;C1QB
Overview of interferons-mediated signaling pathway WP4558,-0.5314615630373262,-1.4148443099393566,0.1,0.24879826269745586,37,24,IFNLR1;IFNB1;IFNA21;IFNAR2;PIK3R1;IFNA1;IRF9;IFNL1;IFNAR1;IFNA5;IFNGR1;IFNW1;IL10RB;IFNGR2;PIK3CA;JAK1;TYK2;IFNK;PRKCA;IFNE;IFNG;STAT1;STAT2;JAK2,TYK2;IFNK;PRKCA;IFNE;IFNG;STAT1;STAT2;JAK2
p53 transcriptional gene network WP4963,-0.36207305180967747,-1.4058701559169973,0.043478260869565216,0.24885108230292508,67,66,PRKAB1;GLS2;ADGRB1;PRKAB2;ULK2;TP53INP1;FANCC;ULK1;TRAF4;ALDH4A1;BTG2;TP53AIP1;XRCC5;RPRM;SESN1;DRAM1;CPT1C;LIF;MGMT;MSH2;NANOG;PIDD1;SERPINB5;RRM2B;FUCA1;XPC;IRF9;NOTCH1;SIVA1;ACAD11;PERP;PTEN;ISG15;TP53I3;SAT1;BAX;BBC3;CCNG1;ZMAT3;ERCC5;ULBP1;ICAM1;THBS1;ULBP2;SERPINE1;IRF5;SLC7A11;TIGAR;TNFRSF10D;POLK;CDKN1A;CX3CL1;SESN2;ADORA2B;APAF1;POLH;GADD45A;DDB2;FAS;MLH1;PML;GPX1;PMAIP1;NCF2;SLC2A1;CCL2,THBS1;ULBP2;SERPINE1;IRF5;SLC7A11;TIGAR;TNFRSF10D;POLK;CDKN1A;CX3CL1;SESN2;ADORA2B;APAF1;POLH;GADD45A;DDB2;FAS;MLH1;PML;GPX1;PMAIP1;NCF2;SLC2A1;CCL2
PI3K-Akt signaling pathway WP4172,-0.3292233847933724,-1.416805130260437,0.07142857142857142,0.24890528579442744,340,320,EFNA1;IL6R;THEM4;FGF18;IL4;FGFR4;FGFR3;CASP9;FGF17;ANGPT1;TSC1;G6PC3;PPP2R5A;NGF;KIT;COL2A1;PTK2;ITGA7;TSC2;ITGA9;TNXB;TNR;THBS3;RPTOR;EFNA4;NGFR;GNB5;INSR;FGF12;LAMC1;PHLPP1;MDM2;VTN;CREB3L4;RELN;EPOR;FGF10;COL9A2;ITGA8;PPP2R2C;EFNA3;COL4A4;COL9A1;PDGFA;LAMA5;COL4A3;LAMA2;RPS6KB2;FGF9;MAPK3;CHRM2;FGF14;GNG7;IGF1R;PPP2R1B;MAPK1;COL9A3;FOXO3;MTOR;PDPK1;MYB;PRL;GH1;IFNB1;IGF2;FGF19;CSF3;BCL2L11;FGFR2;NTF3;GNB1;PPP2R2D;FGF22;IFNA21;IFNAR2;BAD;PCK1;GNG11;VEGFD;EIF4E2;COL4A6;HGF;MCL1;PKN2;G6PC;CREB3L1;GNG4;COMP;BCL2;AKT1;PDGFD;EPO;BDNF;CREB3L2;TNN;HRAS;VWF;LAMB4;IKBKB;RBL2;PRLR;GHR;KRAS;LPAR1;FGF7;EIF4E1B;FGFR1;ANGPT4;CCND1;NTF4;PIK3R1;GYS2;SGK2;GSK3B;CSF3R;ITGA2B;CHUK;EFNA2;PPP2R3B;PPP2R1A;LPAR3;TP53;COL4A5;TCL1B;PKN3;IFNA1;HSP90AA1;F2R;FGF2;GNG8;LAMB1;PRKAA2;FGF23;ATF6B;IGF1;IL2;PPP2R5C;RPS6;PDGFRA;THBS4;FGF20;PHLPP2;TEK;SOS1;GNB3;HSP90B1;GNB2;LAMB2;GNGT1;PDGFRB;PPP2R5D;PPP2R3A;MLST8;PPP2CA;ITGB6;IL3;FLT4;CHRM1;LAMA3;NTRK1;IFNAR1;AKT3;NTRK2;IFNA5;HSP90AB1;PTEN;GNG13;CDKN1B;FLT3;GNG5;PIK3R3;GNG3;CD19;EIF4B;CHAD;EFNA5;ITGA10;LPAR2;EGFR;RAF1;KITLG;COL6A6;LAMC3;RELA;CCNE2;NRAS;NOS3;EPHA2;ATF2;PPP2CB;PPP2R3C;KDR;COL4A2;PPP2R5E;GNG12;DDIT4;IBSP;EGF;CREB5;PIK3CA;PIK3R2;SOS2;G6PC2;TGFA;GYS1;PRKAA1;JAK1;PCK2;PKN1;FGF8;LAMA4;ITGB1;ATF4;CREB1;AKT2;IL6;COL6A5;COL4A1;SYK;CDK4;ITGA11;MET;THBS1;CREB3L3;RHEB;ITGB5;LAMA1;PPP2R2A;CCND3;EIF4EBP1;SGK1;EIF4E;IL3RA;IKBKG;COL6A3;CREB3;PGF;MYC;PIK3CB;ITGB8;MAP2K2;ITGA2;VEGFA;IRS1;OSMR;IL7R;TCL1A;FGF1;CCNE1;RPS6KB1;SGK3;CDKN1A;CDC37;BRCA1;COL1A1;PIK3CD;ITGA3;PPP2R5B;STK11;COL6A1;ITGA6;COL1A2;CDK2;FGF5;COL6A2;FN1;ITGB7;PRKCA;THBS2;LPAR4;JAK3;FGF13;PIK3R5;VEGFC;GNG2;ANGPT2;LAMC2;IL7;GRB2;PDGFB;GNG10;VEGFB;CDK6;FGF11;GNGT2;FLT3LG;CCND2;LAMB3;RAC1;BCL2L1;IL2RG;FLT1;PIK3CG;ITGA1;ITGAV;ITGA5;CSF1;NFKB1;PIK3R6;PDGFC;MAP2K1;FASLG;ITGB3;IL2RB;PPP2R2B;OSM;SPP1;ITGB4;IL4R;LPAR5;TNC;JAK2;TLR2;IL2RA;GNB4;CSF1R;PIK3AP1;TLR4;ITGA4;LPAR6,THBS1;CREB3L3;RHEB;ITGB5;LAMA1;PPP2R2A;CCND3;EIF4EBP1;SGK1;EIF4E;IL3RA;IKBKG;COL6A3;CREB3;PGF;MYC;PIK3CB;ITGB8;MAP2K2;ITGA2;VEGFA;IRS1;OSMR;IL7R;TCL1A;FGF1;CCNE1;RPS6KB1;SGK3;CDKN1A;CDC37;BRCA1;COL1A1;PIK3CD;ITGA3;PPP2R5B;STK11;COL6A1;ITGA6;COL1A2;CDK2;FGF5;COL6A2;FN1;ITGB7;PRKCA;THBS2;LPAR4;JAK3;FGF13;PIK3R5;VEGFC;GNG2;ANGPT2;LAMC2;IL7;GRB2;PDGFB;GNG10;VEGFB;CDK6;FGF11;GNGT2;FLT3LG;CCND2;LAMB3;RAC1;BCL2L1;IL2RG;FLT1;PIK3CG;ITGA1;ITGAV;ITGA5;CSF1;NFKB1;PIK3R6;PDGFC;MAP2K1;FASLG;ITGB3;IL2RB;PPP2R2B;OSM;SPP1;ITGB4;IL4R;LPAR5;TNC;JAK2;TLR2;IL2RA;GNB4;CSF1R;PIK3AP1;TLR4;ITGA4;LPAR6
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,-0.33251483190272096,-1.4099859765577158,0.08928571428571429,0.24894296577946767,303,295,HIF3A;EFNA1;IL6R;FGF18;FGFR4;EPAS1;FGFR3;CRTC2;CASP9;FGF17;ANGPT1;PPARGC1A;TSC1;PPP2R5A;NGF;KIT;COL2A1;PTK2;ITGA7;TSC2;PFKFB2;IRS2;SLC2A4;ITGA9;TNXB;TNR;THBS3;RPTOR;EFNA4;NGFR;INSR;FGF12;LAMC1;PHLPP1;MDM2;VTN;CREB3L4;RELN;EPOR;FGF10;NOS1;ITGA8;PPP2R2C;EFNA3;COL4A4;ULK1;PDGFA;LAMA5;FOXA1;LAMA2;RPS6KB2;FGF9;CAB39L;MAPK3;CHRM2;FGF14;GNG7;IGF1R;PPP2R1B;MAPK1;FOXO3;MTOR;PDPK1;PIK3C2A;PRL;IFNB1;FGF19;CSF3;FGFR2;GNB1;PPP2R2D;FGF22;IFNAR2;FGF16;BAD;GNG11;VEGFD;EIF4E2;ACACA;COL4A6;HGF;NOS2;FOXO1;STRADA;CREB3L1;GNG4;COMP;AKT1;PDGFD;EPO;CREB3L2;TNN;HRAS;VWF;RAB14;IKBKB;PRLR;PIK3C2B;RAB2A;GHR;KRAS;LPAR1;FGF7;EIF4E1B;FGFR1;ANGPT4;PIK3R1;GYS2;GSK3B;CSF3R;ITGA2B;EFNA2;PPP2R1A;LPAR3;PIK3IP1;TCL1B;HSP90AA1;F2R;FGF2;GNG8;LAMB1;PRKAA2;COL11A2;ATF6B;IGF1;IL2;PPP2R5C;RPS6;PIK3R4;PDGFRA;THBS4;FGF20;PHLPP2;TEK;SOS1;GNB3;HSP90B1;GNB2;LAMB2;GNGT1;PDGFRB;PPP2R5D;RAB11B;PPP2R3A;MLST8;PPP2CA;ITGB6;FLT4;CHRM1;LAMA3;IFNAR1;AKT1S1;AKT3;LIPE;HSP90AB1;PTEN;GNG13;CDKN1B;GNG5;GNG3;EIF4B;CHAD;PFKFB1;EFNA5;ITGA10;LPAR2;EGFR;RAF1;KITLG;LAMC3;IRS4;NRAS;NOS3;EPHA2;ATF2;PPP2CB;PPP2R3C;KDR;COL4A2;PPP2R5E;GNG12;DDIT4;IBSP;EGF;CREB5;PIK3CA;PIK3R2;GYS1;PRKAA1;JAK1;PFKFB3;FGF8;LAMA4;ITGB1;ATF4;CREB1;AKT2;COL4A1;ITGA11;MET;RAB10;COL5A1;THBS1;CREB3L3;SLC2A2;RHEB;ITGB5;LAMA1;ELAVL1;EIF4EBP1;EIF4E;IL3RA;IKBKG;CREB3;PGF;SREBF1;PIK3CB;ITGB8;MAP2K2;ITGA2;VEGFA;IRS1;OSMR;IL7R;TCL1A;FGF1;ITGAE;RPS6KB1;CDKN1A;CDC37;ITGAD;COL5A3;COL1A1;PIK3CD;ITGA3;PPP2R5B;STK11;ITGA6;COL1A2;CAB39;PELO;COL3A1;COL6A2;FN1;ITGB7;THBS2;LPAR4;JAK3;FGF13;PIK3R5;TBC1D1;COL5A2;VEGFC;GNG2;ANGPT2;LAMC2;GRB2;PDGFB;GNG10;VEGFB;FGF11;GNGT2;LAMB3;IL2RG;FLT1;PIK3CG;ITGAV;ITGA5;CSF1;PDGFC;MAP2K1;ITGB3;IL2RB;PPP2R2B;OSM;SPP1;ITGAX;ITGAL;ITGB2;ITGB4;IL4R;COL11A1;SLC2A3;HIF1A;PFKFB4;LPAR5;SLC2A1;TNC;JAK2;IL2RA;GNB4;CSF1R;RAB8A;ITGA4;LPAR6,EIF4E;IL3RA;IKBKG;CREB3;PGF;SREBF1;PIK3CB;ITGB8;MAP2K2;ITGA2;VEGFA;IRS1;OSMR;IL7R;TCL1A;FGF1;ITGAE;RPS6KB1;CDKN1A;CDC37;ITGAD;COL5A3;COL1A1;PIK3CD;ITGA3;PPP2R5B;STK11;ITGA6;COL1A2;CAB39;PELO;COL3A1;COL6A2;FN1;ITGB7;THBS2;LPAR4;JAK3;FGF13;PIK3R5;TBC1D1;COL5A2;VEGFC;GNG2;ANGPT2;LAMC2;GRB2;PDGFB;GNG10;VEGFB;FGF11;GNGT2;LAMB3;IL2RG;FLT1;PIK3CG;ITGAV;ITGA5;CSF1;PDGFC;MAP2K1;ITGB3;IL2RB;PPP2R2B;OSM;SPP1;ITGAX;ITGAL;ITGB2;ITGB4;IL4R;COL11A1;SLC2A3;HIF1A;PFKFB4;LPAR5;SLC2A1;TNC;JAK2;IL2RA;GNB4;CSF1R;RAB8A;ITGA4;LPAR6
miRNAs involved in DNA damage response WP1545,-0.5416625994748178,-1.407698499496235,0.10810810810810811,0.24895512704448067,15,15,ABL1;RAD52;CCND1;TP53;CDKN1B;E2F1;CREB1;CCND3;MYC;CCNE1;CDKN1A;H2AFX;CDC25A;CDK6;ATM,CREB1;CCND3;MYC;CCNE1;CDKN1A;H2AFX;CDC25A;CDK6;ATM
Genotoxicity pathway WP4286,-0.3861664336310138,-1.4031159257906853,0.08888888888888889,0.2493242038973384,63,62,PRKAB1;CEBPD;PRKAB2;BRMS1L;PCDH8;AMER1;MDM2;SMAD5;BTG2;RPS27;DAAM1;MEX3B;PPM1D;CCP110;RBM12B;DCP1B;GXYLT1;RRM2B;SEMG2;TM7SF3;RAPGEF2;TNFRSF17;TOPORS;LRRFIP2;COIL;AEN;TRIAP1;NLRX1;FBXO22;ITPR1;PHLDA3;TP53I3;EI24;ACTA2;BLOC1S2;ITPKC;PLK3;CBLB;HIST1H1E;HIST1H2BN;SEL1L;HIST1H2BG;TIGAR;ARRDC4;ID2;CDKN1A;HIST1H2BC;GADD45A;SERTAD1;DUSP14;CENPE;E2F8;TRIM22;HIST1H3D;DDB2;E2F7;B3GNT2;HIST1H2BB;PTGER4;HIST1H2BM;HIST1H2BI;IKBIP,ITPKC;PLK3;CBLB;HIST1H1E;HIST1H2BN;SEL1L;HIST1H2BG;TIGAR;ARRDC4;ID2;CDKN1A;HIST1H2BC;GADD45A;SERTAD1;DUSP14;CENPE;E2F8;TRIM22;HIST1H3D;DDB2;E2F7;B3GNT2;HIST1H2BB;PTGER4;HIST1H2BM;HIST1H2BI;IKBIP
Senescence and Autophagy in Cancer WP615,-0.36095152538215963,-1.4117161113181045,0.06,0.24988117870722434,105,104,MAP1LC3A;IL6R;SLC39A4;CXCL14;BECN1;SLC39A1;BRAF;RNASEL;MDM2;VTN;ULK1;TNFSF15;SMAD4;RB1CC1;AMBRA1;IGF1R;MAPK1;MTOR;BMP2;IFNB1;BMI1;IL6ST;SRC;PIK3C3;GABARAPL1;IGFBP5;BCL2;IGFBP7;HRAS;ING1;JUN;GSK3B;GABARAPL2;ATG14;TP53;SLC39A3;SERPINB2;IGF1;RSL1D1;SQSTM1;ATG13;LAMP1;IGFBP3;MLST8;ING2;ATG5;IL3;MAP1LC3C;MAP2K3;AKT1S1;PTEN;CDKN1B;ATG10;RAF1;CDC25B;ATG16L1;COL10A1;E2F1;SLC39A2;FKBP8;GABARAP;TGFB1;PCNA;KMT2A;CEBPB;IRF7;SMAD3;GSN;ATG12;IL6;THBS1;SERPINE1;IRF5;CDKN2A;CREG1;MAPK14;SPARC;HMGA1;CDKN1A;COL1A1;IL24;CXCL8;MAP1LC3B;ATG3;COL3A1;FN1;SH3GLB1;INHBA;UVRAG;CXCL1;LAMP2;RB1;IFNG;PLAT;CD44;IRF1;MAP2K1;MMP14;IFI16;IL1B;IL1A;CCL3;ATG7;PLAU,THBS1;SERPINE1;IRF5;CDKN2A;CREG1;MAPK14;SPARC;HMGA1;CDKN1A;COL1A1;IL24;CXCL8;MAP1LC3B;ATG3;COL3A1;FN1;SH3GLB1;INHBA;UVRAG;CXCL1;LAMP2;RB1;IFNG;PLAT;CD44;IRF1;MAP2K1;MMP14;IFI16;IL1B;IL1A;CCL3;ATG7;PLAU
EGF/EGFR signaling pathway WP437,-0.3335400906966391,-1.4173358316743723,0.05454545454545454,0.24998821607013794,162,161,USP6NL;STXBP1;MEF2D;RPS6KA2;ABL1;FOXO4;SHC1;ERBB2;PTK2;VAV2;BRAF;PEBP1;ATXN2;MAPK9;MAPK8;MAP3K4;INPPL1;PRKCZ;RALBP1;PLCE1;STAT5B;NEDD8;RPS6KA5;NCK2;JUND;MAPK1;MTOR;PDPK1;MAPK4;MAPK7;PIAS3;STAT3;RPS6KA3;REPS2;DNM1;USP8;ARHGEF1;SRC;SH3GL2;FOXO1;PRKCI;STAM2;PLCG1;PTPN11;AKT1;EPS8;PLD2;HRAS;FOS;PIK3C2B;PTPN5;KRAS;CRKL;HGS;JUN;STAMBP;PIK3R1;PRKCD;PTPRR;ELK1;ELK4;CBLC;MAP3K2;PTK6;RPS6KA1;FOSB;NDUFA13;CDC42;EPN1;SOS1;RICTOR;CRK;SH3GL3;MAP3K3;PTEN;MAP3K1;EGFR;RAF1;PLD1;CAMK2A;IQSEC1;TNK2;ITCH;CFL1;STMN1;NOS3;E2F1;BCAR1;AP2A1;ERRFI1;EGF;EPS15L1;SPRY2;PIK3R2;SOS2;STAM;PCNA;JAK1;ROCK1;ATF1;AURKA;MYBL2;PXDN;CREB1;CBLB;RALGDS;NCOA3;GRB10;ABI1;PTK2B;SYNJ1;VAV3;MAP2K5;EIF4EBP1;PTPN12;MAPK14;MAP2K2;GAB2;CAV2;GAB1;RPS6KB1;NEDD4;EPS15;AP2B1;RASA1;RIN1;SH2D2A;RAP1A;MEF2C;PRKCA;CAV1;STAT5A;AP2M1;PAK1;SH3KBP1;NCK1;GRB2;MAP4K1;AP2S1;LIMK2;CBL;GJA1;TWIST1;RAB5A;SP1;RAC1;ARF6;INPP5D;CSK;RALB;PRKCB;MEF2A;VAV1;ASAP1;STAT1;PLSCR1;MAP2K1;DOK2;IQGAP1;RALA;JAK2,AURKA;MYBL2;PXDN;CREB1;CBLB;RALGDS;NCOA3;GRB10;ABI1;PTK2B;SYNJ1;VAV3;MAP2K5;EIF4EBP1;PTPN12;MAPK14;MAP2K2;GAB2;CAV2;GAB1;RPS6KB1;NEDD4;EPS15;AP2B1;RASA1;RIN1;SH2D2A;RAP1A;MEF2C;PRKCA;CAV1;STAT5A;AP2M1;PAK1;SH3KBP1;NCK1;GRB2;MAP4K1;AP2S1;LIMK2;CBL;GJA1;TWIST1;RAB5A;SP1;RAC1;ARF6;INPP5D;CSK;RALB;PRKCB;MEF2A;VAV1;ASAP1;STAT1;PLSCR1;MAP2K1;DOK2;IQGAP1;RALA;JAK2
Primary focal segmental glomerulosclerosis (FSGS) WP2572,-0.3932065283349013,-1.4184996883417482,0.09090909090909091,0.2504752851711026,72,71,IRF6;PTK2;NPHS2;DAG1;VTN;CAMK2B;CDKN1C;COL4A4;FAT1;LAMA5;COL4A3;PLCE1;KIRREL2;LMX1B;LRP6;WNT1;LRP5;DNM1;FYN;PLCG1;AKT1;UTRN;PODXL;CLDN1;COL4A5;CD151;MYH9;NPHS1;PARVA;YWHAQ;CTNNB1;LAMB2;NOTCH1;AGRN;KRT8;CDKN1B;CDH2;SYNPO;TRPC6;TGFB1;MME;PCNA;SMARCAL1;CR1;ITGB1;TLN1;CD2AP;INF2;ILK;ACTN4;KIRREL3;DKK1;VCL;JAG1;CDKN1A;ITGA3;SCARB2;WT1;CTSL;MKI67;LIMS1;NCK1;PLAUR;ITGAV;MYO1E;ITGB3;PTPRO;ITGB4;VIM;CD80;TLR4,CD2AP;INF2;ILK;ACTN4;KIRREL3;DKK1;VCL;JAG1;CDKN1A;ITGA3;SCARB2;WT1;CTSL;MKI67;LIMS1;NCK1;PLAUR;ITGAV;MYO1E;ITGB3;PTPRO;ITGB4;VIM;CD80;TLR4
Hepatitis C and Hepatocellular Carcinoma WP3646,-0.4229047564894574,-1.41893413068979,0.06666666666666667,0.2522086781480653,49,49,IL6R;CASP9;VAV2;HNF1A;MAPK8;FRZB;MAPK3;SMAD4;STAT3;UCHL1;PTGS2;NOS2;PTPN11;AKT1;PODXL;CXCR1;JUN;CCND1;TP53;CTTN;SOS1;LEF1;COL4A2;TGFB1;CASP7;E2F2;JAK1;SMAD3;IL6;MYC;MAPK14;CASP3;VEGFA;CDKN1A;BIRC5;MMP1;BRCA1;CXCL8;TGFBR1;MYOF;GRB2;RRM2;RAC1;BCL2L1;BIRC3;CD44;NFKB1;FASLG;HIF1A,MYC;MAPK14;CASP3;VEGFA;CDKN1A;BIRC5;MMP1;BRCA1;CXCL8;TGFBR1;MYOF;GRB2;RRM2;RAC1;BCL2L1;BIRC3;CD44;NFKB1;FASLG;HIF1A
Ras signaling WP4223,-0.3302902660895313,-1.3976578088746197,0.09433962264150944,0.25367332802782444,184,182,PLA2G10;PLA2G12B;FGFR4;AFDN;FGFR3;ABL1;PLA2G3;FOXO4;KIT;SHC1;CALML4;PLA2G6;PLA2G4A;PLA2G4F;PLA2G2A;MAPK9;MAPK8;NGFR;GNB5;INSR;PLA2G1B;ETS2;MAPK10;CALML3;BRAP;EXOC2;RALBP1;PLCE1;MAPK3;KSR1;GNG7;IGF1R;KSR2;MAPK1;FGFR2;GNB1;SHOC2;BAD;GNG11;SHC2;PLA2G12A;PLA2G5;GNG4;GRIN1;RAPGEF5;PLCG1;PTPN11;AKT1;RAB5B;RASAL1;PLD2;HRAS;RGL2;PLA2G2E;IKBKB;CALML6;KRAS;FGFR1;RASA4B;NF1;PIK3R1;CHUK;PLA2G4B;ELK1;SYNGAP1;RASA4;PAK5;GNG8;RRAS2;SHC4;PRKCG;PAK3;PDGFRA;CDC42;TEK;SOS1;GNB3;GNB2;GNGT1;PDGFRB;CALM1;FLT4;RASGRP2;NTRK1;ABL2;AKT3;CALML5;NTRK2;TTBK1;GNG13;REL;RAC3;FLT3;RASSF5;PLA2G16;PLA2G4E;GNG5;PIK3R3;GNG3;EGFR;RAF1;PAK4;CALM2;PLD1;RAB5C;RELA;NRAS;EPHA2;PLA1A;KDR;PLA2G2F;GNG12;PIK3CA;PIK3R2;SOS2;SHC3;PLCG2;RASGRF1;RGL1;MRAS;RAP1B;PLA2G2C;AKT2;RALGDS;MET;CALM3;PRKACB;PAK6;RASA2;GRIN2B;IKBKG;PLA2G4D;PIK3CB;PRKACG;MAP2K2;PLA2G2D;ZAP70;GAB2;GAB1;RASGRP3;STK4;PRKACA;RASA1;RASSF1;PIK3CD;RIN1;RAP1A;PRKCA;LAT;RASGRP1;PAK2;RASA3;RASGRP4;GNG2;PAK1;RRAS;GRB2;GNG10;GRIN2A;RASGRF2;RHOA;RASAL2;RAB5A;GNGT2;RAC1;BCL2L1;FLT1;ARF6;ETS1;RALB;PRKCB;RAC2;NFKB1;MAP2K1;PLA2G4C;FASLG;RASAL3;RALA;HTR7;GNB4;CSF1R;TIAM1,PLA2G4D;PIK3CB;PRKACG;MAP2K2;PLA2G2D;ZAP70;GAB2;GAB1;RASGRP3;STK4;PRKACA;RASA1;RASSF1;PIK3CD;RIN1;RAP1A;PRKCA;LAT;RASGRP1;PAK2;RASA3;RASGRP4;GNG2;PAK1;RRAS;GRB2;GNG10;GRIN2A;RASGRF2;RHOA;RASAL2;RAB5A;GNGT2;RAC1;BCL2L1;FLT1;ARF6;ETS1;RALB;PRKCB;RAC2;NFKB1;MAP2K1;PLA2G4C;FASLG;RASAL3;RALA;HTR7;GNB4;CSF1R;TIAM1
Unfolded protein response WP4925,-0.436648346090444,-1.3910341047567678,0.06666666666666667,0.260335624451594,24,24,ATF6;BCL2L11;BCL2;EIF2AK3;XBP1;TXNIP;ERN1;TP53;MBTPS1;HSPA5;BID;BBC3;MBTPS2;TNFRSF10B;ATF4;RTCB;CASP8;PPP1R15A;NFE2L2;CASP2;EIF2S1;DDIT3;PMAIP1;IL1B,ATF4;RTCB;CASP8;PPP1R15A;NFE2L2;CASP2;EIF2S1;DDIT3;PMAIP1;IL1B
PDGFR-beta pathway WP3972,-0.4360609305225924,-1.388763258892366,0.1320754716981132,0.26149754738339187,29,29,SHC1;MAPK8;STAT5B;MAPK3;STAT6;STAT3;MAP2K4;PLCG1;HRAS;FOS;SRF;JUN;PIK3R1;ELK1;EIF2AK2;SOS1;PDGFRB;MAP3K1;RAF1;PIK3CA;JAK1;RASA1;PRKCA;STAT5A;GRB2;PRKCB;STAT1;MAP2K1;JAK2,RASA1;PRKCA;STAT5A;GRB2;PRKCB;STAT1;MAP2K1;JAK2
Nanoparticle-mediated activation of receptor signaling WP2643,-0.4077624027821319,-1.3816587144564811,0.10714285714285714,0.27056688558589703,28,28,PTK2;MAPK9;MAPK8;MAPK10;MAPK1;SRC;HRAS;KRAS;SOS1;AKT3;EGFR;RAF1;NRAS;AREG;ITGB1;TLN1;MAPK12;MAPK11;MAPK14;MAP2K2;PXN;COL1A1;PIK3CD;MAPK13;FN1;GRB2;ITGA1;MAP2K1,ITGB1;TLN1;MAPK12;MAPK11;MAPK14;MAP2K2;PXN;COL1A1;PIK3CD;MAPK13;FN1;GRB2;ITGA1;MAP2K1
